ID,Data,Ativo,Tempo,Previsão,Vela,P. ABRT,P. FECH,Valor,Estornado,Executado,Status,Resultado
689100099b8da9a2b778,2022-08-12T11:38:14.223000+00:00,BTCUSDT,M1,BULL,11:39,$ 16170.9809,$ 16268.2493,$ 40,$ 0,$ 40,WIN,33.17
6891001fa3c793c0f521,2022-08-12T14:03:22.860000+00:00,BTCUSDT,M1,BULL,14:04,$ 16016.4283,$ 15937.1022,$ 50,$ 0,$ 50,LOSE,-50.00
68910007e056c51a7d5f,2022-08-12T17:42:34.660000+00:00,BTCUSDT,M1,BEAR,17:43,$ 15915.0253,$ 15795.7106,$ 20,$ 0,$ 20,WIN,16.72
6891000b7f2257a62183,2022-08-15T11:15:56.193000+00:00,ETHUSDT,M1,BULL,11:16,$ 1225.7646,$ 1229.0773,$ 25,$ 0,$ 25,WIN,20.45
6891001ba92f90d19e42,2022-08-15T12:59:03.943000+00:00,BTCUSDT,M1,BEAR,13:00,$ 15827.1241,$ 15747.4271,$ 40,$ 0,$ 40,WIN,36.70
6891001f1fb71d839285,2022-08-15T17:22:39.406000+00:00,ETHUSDT,M1,BULL,17:23,$ 1213.0091,$ 1215.0829,$ 12,$ 0,$ 12,WIN,9.68
6891001075dd41205307,2022-08-16T13:26:58.688000+00:00,BTCUSDT,M1,BEAR,13:27,$ 15995.0476,$ 15972.4362,$ 40,$ 0,$ 40,WIN,35.32
68910006f85d0acd5f2a,2022-08-16T19:50:18.386000+00:00,BTCUSDT,M1,BULL,19:51,$ 16076.8176,$ 16038.4824,$ 40,$ 0,$ 40,LOSE,-40.00
68910005076673fc9455,2022-08-16T22:09:40.748000+00:00,BTCUSDT,M1,BEAR,22:10,$ 16047.8213,$ 16009.5729,$ 12,$ 0,$ 12,WIN,10.73
6891001a37121a9b5615,2022-08-17T12:53:37.704000+00:00,BTCUSDT,M1,BEAR,12:54,$ 15975.8015,$ 15946.4667,$ 40,$ 0,$ 40,WIN,35.19
68910021b2e03a8afae3,2022-08-17T16:52:06.399000+00:00,BTCUSDT,M1,BULL,16:53,$ 15816.0581,$ 15891.8568,$ 30,$ 0,$ 30,WIN,26.66
6891001f0dffca25583f,2022-08-17T18:10:30.813000+00:00,BTCUSDT,M1,BULL,18:11,$ 15869.4184,$ 15955.4663,$ 15,$ 0,$ 15,WIN,13.77
6891001c8bdbfbb2fec1,2022-08-22T10:26:46.040000+00:00,ETHUSDT,M1,BULL,10:27,$ 1238.3014,$ 1242.8335,$ 12,$ 0,$ 12,WIN,10.74
68910016ded4a9687101,2022-08-22T16:08:51.598000+00:00,ETHUSDT,M1,BULL,16:09,$ 1256.4273,$ 1263.0308,$ 18,$ 0,$ 18,WIN,15.60
6891001b636cba6372b5,2022-08-22T22:50:17.467000+00:00,BTCUSDT,M1,BEAR,22:51,$ 16219.3424,$ 16100.4304,$ 30,$ 0,$ 30,WIN,26.21
68910014ccaa2040daae,2022-08-27T10:25:13.818000+00:00,ETHUSDT,M1,BEAR,10:26,$ 1251.3546,$ 1242.5525,$ 18,$ 0,$ 18,WIN,15.75
68910012b283527b0bc9,2022-08-27T21:11:53.671000+00:00,BTCUSDT,M1,BULL,21:12,$ 16122.1661,$ 16083.1106,$ 40,$ 0,$ 40,LOSE,-40.00
6891000390a4d1cc9b5b,2022-08-27T21:18:28.428000+00:00,BTCUSDT,M1,BEAR,21:19,$ 16039.7349,$ 16019.3621,$ 35,$ 0,$ 35,WIN,30.01
689100062512a8c62d8f,2022-09-02T15:37:16.426000+00:00,BTCUSDT,M1,BEAR,15:38,$ 15982.3782,$ 16031.2960,$ 10,$ 0,$ 10,LOSE,-10.00
6891000b401bc3822949,2022-09-02T18:04:33.143000+00:00,BTCUSDT,M1,BULL,18:05,$ 16166.1251,$ 16246.4700,$ 18,$ 0,$ 18,WIN,15.88
6891000d5b328e732d99,2022-09-02T22:56:28.833000+00:00,BTCUSDT,M1,BULL,22:57,$ 16198.3914,$ 16116.9600,$ 35,$ 0,$ 35,LOSE,-35.00
6891001c4b5bc64a0fee,2022-09-04T13:35:33.645000+00:00,ETHUSDT,M1,BEAR,13:36,$ 1251.6320,$ 1254.1511,$ 50,$ 0,$ 50,LOSE,-50.00
689100135d2d1b1dd9c1,2022-09-04T18:09:54.342000+00:00,BTCUSDT,M1,BULL,18:10,$ 16068.4277,$ 16158.7575,$ 35,$ 0,$ 35,WIN,29.34
6891001c515677e1c19c,2022-09-04T20:54:56.371000+00:00,ETHUSDT,M1,BULL,20:55,$ 1226.3978,$ 1217.5171,$ 20,$ 0,$ 20,LOSE,-20.00
6891000f0b5c1ca603cf,2022-09-05T08:18:12.593000+00:00,BTCUSDT,M1,BEAR,08:19,$ 16034.2250,$ 15983.1141,$ 12,$ 0,$ 12,WIN,9.62
68910021f9a1bfede059,2022-09-05T10:35:12.170000+00:00,BTCUSDT,M1,BULL,10:36,$ 16271.5994,$ 16206.5022,$ 40,$ 0,$ 40,LOSE,-40.00
689100143213073a17c8,2022-09-05T19:10:53.586000+00:00,BTCUSDT,M1,BULL,19:11,$ 16056.4529,$ 16157.8819,$ 12,$ 0,$ 12,WIN,10.34
689100105fa8a3932616,2022-09-07T09:49:07.300000+00:00,ETHUSDT,M1,BEAR,09:50,$ 1252.5357,$ 1256.9459,$ 40,$ 0,$ 40,LOSE,-40.00
6891001f58f4f0e3aa19,2022-09-07T12:34:36.546000+00:00,BTCUSDT,M1,BULL,12:35,$ 16521.1595,$ 16650.3881,$ 8,$ 0,$ 8,WIN,7.36
6891001942803ac81bce,2022-09-07T21:40:43.320000+00:00,BTCUSDT,M1,BEAR,21:41,$ 16473.3921,$ 16419.8018,$ 40,$ 0,$ 40,WIN,33.12
6891001ed719db541a55,2022-09-08T10:53:47.595000+00:00,ETHUSDT,M1,BULL,10:54,$ 1270.7683,$ 1263.8459,$ 25,$ 0,$ 25,LOSE,-25.00
6891001be434f18926be,2022-09-08T13:00:45.335000+00:00,ETHUSDT,M1,BULL,13:01,$ 1279.4725,$ 1271.0462,$ 15,$ 0,$ 15,LOSE,-15.00
6891001e4bbde4614946,2022-09-08T18:56:16.778000+00:00,ETHUSDT,M1,BEAR,18:57,$ 1258.8887,$ 1264.6560,$ 18,$ 0,$ 18,LOSE,-18.00
6891001d66524c4bac17,2022-09-09T13:14:35.054000+00:00,BTCUSDT,M1,BULL,13:15,$ 16802.6761,$ 16882.1187,$ 30,$ 0,$ 30,WIN,24.49
68910005214ba9986385,2022-09-09T19:52:47.411000+00:00,ETHUSDT,M1,BEAR,19:53,$ 1276.0165,$ 1265.8876,$ 35,$ 0,$ 35,WIN,31.09
6891001382368d6c3173,2022-09-09T20:36:28.125000+00:00,BTCUSDT,M1,BULL,20:37,$ 16957.3970,$ 17029.2243,$ 20,$ 0,$ 20,WIN,17.31
6891000a361cd80bf502,2022-09-11T08:41:56.389000+00:00,BTCUSDT,M1,BULL,08:42,$ 17316.4727,$ 17352.2092,$ 35,$ 0,$ 35,WIN,31.08
6891000465f50eb2c560,2022-09-11T11:24:27.975000+00:00,BTCUSDT,M1,BEAR,11:25,$ 17214.9523,$ 17333.5120,$ 8,$ 0,$ 8,LOSE,-8.00
6891000cb3547cf1dd3c,2022-09-11T15:15:03.967000+00:00,BTCUSDT,M1,BULL,15:16,$ 17453.9819,$ 17326.3303,$ 20,$ 0,$ 20,LOSE,-20.00
689100094debc3b41026,2022-09-12T09:55:00.662000+00:00,ETHUSDT,M1,BEAR,09:56,$ 1254.7681,$ 1244.8786,$ 25,$ 0,$ 25,WIN,21.06
689100120fdf3c567b69,2022-09-12T13:53:25.368000+00:00,BTCUSDT,M1,BEAR,13:54,$ 17312.3585,$ 17360.3082,$ 35,$ 0,$ 35,LOSE,-35.00
6891001c2e79ad05b134,2022-09-12T21:11:37.688000+00:00,BTCUSDT,M1,BEAR,21:12,$ 17587.9691,$ 17524.3849,$ 25,$ 0,$ 25,WIN,22.74
6891000bba8b81f03c3e,2022-09-13T10:12:54.786000+00:00,BTCUSDT,M1,BULL,10:13,$ 17839.8584,$ 17858.2116,$ 30,$ 0,$ 30,WIN,27.54
68910008fdb8bef8d7a1,2022-09-13T11:23:38.415000+00:00,ETHUSDT,M1,BEAR,11:24,$ 1267.9022,$ 1263.1991,$ 20,$ 0,$ 20,WIN,17.50
689100116972a3482754,2022-09-13T14:11:34.793000+00:00,BTCUSDT,M1,BEAR,14:12,$ 18068.7576,$ 18003.1006,$ 15,$ 0,$ 15,WIN,12.49
6891001a49a6342c35bf,2022-09-14T08:09:26.213000+00:00,ETHUSDT,M1,BEAR,08:10,$ 1281.1123,$ 1276.1166,$ 8,$ 0,$ 8,WIN,6.94
689100187677d484484b,2022-09-14T18:17:36.250000+00:00,BTCUSDT,M1,BEAR,18:18,$ 17800.2259,$ 17734.7392,$ 35,$ 0,$ 35,WIN,31.93
689100225390cf3c2c66,2022-09-14T22:49:41.427000+00:00,ETHUSDT,M1,BULL,22:50,$ 1277.5922,$ 1268.2234,$ 30,$ 0,$ 30,LOSE,-30.00
6891000616789e3acc4b,2022-09-15T14:18:20.513000+00:00,BTCUSDT,M1,BULL,14:19,$ 17656.4247,$ 17637.8614,$ 35,$ 0,$ 35,LOSE,-35.00
6891001c971582484131,2022-09-15T21:10:30.009000+00:00,BTCUSDT,M1,BULL,21:11,$ 17940.5107,$ 18040.7299,$ 30,$ 0,$ 30,WIN,27.59
68910008bd5992e2df26,2022-09-15T22:27:40.440000+00:00,BTCUSDT,M1,BEAR,22:28,$ 18046.6684,$ 17978.4426,$ 20,$ 0,$ 20,WIN,16.19
6891000955c0d843eccb,2022-09-18T12:21:03.619000+00:00,BTCUSDT,M1,BEAR,12:22,$ 17949.2050,$ 17920.1857,$ 12,$ 0,$ 12,WIN,9.77
6891000aa7282d208d13,2022-09-18T17:30:33.465000+00:00,ETHUSDT,M1,BULL,17:31,$ 1284.1519,$ 1291.9359,$ 50,$ 0,$ 50,WIN,43.73
6891000e4ef7a623b76e,2022-09-18T18:27:59.995000+00:00,BTCUSDT,M1,BEAR,18:28,$ 17775.4921,$ 17751.6719,$ 35,$ 0,$ 35,WIN,29.16
68910012ba9cda50e0fb,2022-09-20T09:18:00.115000+00:00,ETHUSDT,M1,BULL,09:19,$ 1306.9382,$ 1315.4427,$ 18,$ 0,$ 18,WIN,15.60
6891000a2c28f8bfe94e,2022-09-20T15:08:51.603000+00:00,BTCUSDT,M1,BULL,15:09,$ 17749.6719,$ 17861.3199,$ 20,$ 0,$ 20,WIN,16.63
68910021b0ff187548ab,2022-09-20T20:27:04.127000+00:00,BTCUSDT,M1,BULL,20:28,$ 17919.2384,$ 18012.1917,$ 10,$ 0,$ 10,WIN,8.11
6891001147139251f035,2022-09-21T08:23:02.835000+00:00,ETHUSDT,M1,BEAR,08:24,$ 1285.9603,$ 1281.0849,$ 30,$ 0,$ 30,WIN,27.34
6891001ab03b01412495,2022-09-21T09:01:34.213000+00:00,BTCUSDT,M1,BULL,09:02,$ 17749.8037,$ 17794.1929,$ 40,$ 0,$ 40,WIN,32.37
689100220e8280625b4f,2022-09-21T22:52:19.750000+00:00,ETHUSDT,M1,BEAR,22:53,$ 1310.8610,$ 1314.8443,$ 12,$ 0,$ 12,LOSE,-12.00
6891001c74731954bfbf,2022-09-22T11:36:12.849000+00:00,ETHUSDT,M1,BEAR,11:37,$ 1307.7303,$ 1303.9116,$ 30,$ 0,$ 30,WIN,24.94
689100233324e103ad70,2022-09-22T15:51:03.265000+00:00,ETHUSDT,M1,BEAR,15:52,$ 1288.4898,$ 1278.8617,$ 50,$ 0,$ 50,WIN,40.90
6891001bd21796a70739,2022-09-22T17:23:57.471000+00:00,ETHUSDT,M1,BEAR,17:24,$ 1268.7589,$ 1262.2682,$ 35,$ 0,$ 35,WIN,29.58
689100191ed707a8383a,2022-09-24T21:13:37.465000+00:00,ETHUSDT,M1,BEAR,21:14,$ 1277.8017,$ 1274.5633,$ 40,$ 0,$ 40,WIN,35.02
68910011eb12311dfb10,2022-09-24T21:25:48.343000+00:00,ETHUSDT,M1,BULL,21:26,$ 1298.2973,$ 1300.1832,$ 8,$ 0,$ 8,WIN,6.69
68910003cdf66a76e1ec,2022-09-24T22:09:36.158000+00:00,ETHUSDT,M1,BULL,22:10,$ 1328.6697,$ 1336.1288,$ 35,$ 0,$ 35,WIN,31.09
689100220e4738652a10,2022-09-26T16:08:34.157000+00:00,BTCUSDT,M1,BEAR,16:09,$ 17816.7820,$ 17759.1325,$ 30,$ 0,$ 30,WIN,27.44
68910016f66e0cdc2915,2022-09-26T21:34:56.200000+00:00,ETHUSDT,M1,BEAR,21:35,$ 1304.5535,$ 1299.7434,$ 8,$ 0,$ 8,WIN,6.94
6891000d9040d966b5d2,2022-09-26T22:41:47.640000+00:00,ETHUSDT,M1,BULL,22:42,$ 1319.7974,$ 1322.5740,$ 8,$ 0,$ 8,WIN,6.49
6891000fbf05d6e5fea6,2022-09-27T08:40:06.689000+00:00,BTCUSDT,M1,BEAR,08:41,$ 18095.0579,$ 18202.6559,$ 35,$ 0,$ 35,LOSE,-35.00
689100163ff9fdea3161,2022-09-27T12:54:02.939000+00:00,ETHUSDT,M1,BEAR,12:55,$ 1279.0606,$ 1281.4579,$ 10,$ 0,$ 10,LOSE,-10.00
6891000d21f5aea5ef51,2022-09-27T20:40:37.194000+00:00,BTCUSDT,M1,BEAR,20:41,$ 18309.1060,$ 18236.5006,$ 12,$ 0,$ 12,WIN,10.48
6891001f443b10568680,2022-09-29T10:15:49.765000+00:00,BTCUSDT,M1,BEAR,10:16,$ 18453.1361,$ 18413.3032,$ 18,$ 0,$ 18,WIN,15.57
6891000840f936a89280,2022-09-29T17:08:58.379000+00:00,ETHUSDT,M1,BULL,17:09,$ 1268.5844,$ 1258.6702,$ 20,$ 0,$ 20,LOSE,-20.00
68910005a0c45a626090,2022-09-29T20:38:14.541000+00:00,BTCUSDT,M1,BULL,20:39,$ 18337.5723,$ 18365.8921,$ 12,$ 0,$ 12,WIN,9.78
6891001ac2ed2cd15d76,2022-09-30T08:02:14.060000+00:00,BTCUSDT,M1,BULL,08:03,$ 18075.7029,$ 18205.3092,$ 18,$ 0,$ 18,WIN,16.53
6891000e72314272d003,2022-09-30T11:50:57.088000+00:00,BTCUSDT,M1,BULL,11:51,$ 18162.3691,$ 18287.3692,$ 10,$ 0,$ 10,WIN,8.56
68910021df29bfa2f87b,2022-09-30T20:23:34.300000+00:00,BTCUSDT,M1,BULL,20:24,$ 18188.3849,$ 18083.6219,$ 25,$ 0,$ 25,LOSE,-25.00
6891000f6cc10be954ee,2022-10-02T14:01:30.456000+00:00,BTCUSDT,M1,BEAR,14:02,$ 17825.5315,$ 17701.3099,$ 18,$ 0,$ 18,WIN,14.50
6891001f49764a81afb1,2022-10-02T18:39:53.268000+00:00,BTCUSDT,M1,BEAR,18:40,$ 17993.3971,$ 17853.1753,$ 8,$ 0,$ 8,WIN,6.83
6891000ad3369b8fbebb,2022-10-02T22:00:46.380000+00:00,BTCUSDT,M1,BULL,22:01,$ 18015.3673,$ 17880.8261,$ 40,$ 0,$ 40,LOSE,-40.00
6891000f4b5bdd55d66b,2022-10-03T08:10:33.260000+00:00,BTCUSDT,M1,BULL,08:11,$ 18010.2453,$ 18028.4606,$ 12,$ 0,$ 12,WIN,9.66
689100087e37a6b21cb3,2022-10-03T13:32:27.548000+00:00,ETHUSDT,M1,BULL,13:33,$ 1281.4360,$ 1290.3240,$ 8,$ 0,$ 8,WIN,6.98
689100178463cedd2784,2022-10-03T19:42:48.323000+00:00,ETHUSDT,M1,BULL,19:43,$ 1267.9862,$ 1276.5878,$ 25,$ 0,$ 25,WIN,22.62
6891000de48e31a8f617,2022-10-04T16:48:51.989000+00:00,ETHUSDT,M1,BULL,16:49,$ 1265.8610,$ 1262.4026,$ 40,$ 0,$ 40,LOSE,-40.00
68910004ea7281bff336,2022-10-04T20:05:30.456000+00:00,BTCUSDT,M1,BULL,20:06,$ 17820.1642,$ 17683.4546,$ 10,$ 0,$ 10,LOSE,-10.00
68910017e4d02d77efa9,2022-10-04T22:20:59.176000+00:00,BTCUSDT,M1,BEAR,22:21,$ 17914.4300,$ 17782.5897,$ 35,$ 0,$ 35,WIN,29.43
6891000c8f86dce0be00,2022-10-07T14:07:24.361000+00:00,ETHUSDT,M1,BEAR,14:08,$ 1267.0795,$ 1274.2928,$ 25,$ 0,$ 25,LOSE,-25.00
68910009b5db541885cb,2022-10-07T17:23:17.277000+00:00,BTCUSDT,M1,BEAR,17:24,$ 18117.1327,$ 17991.8460,$ 25,$ 0,$ 25,WIN,22.75
6891001e598c3e877be8,2022-10-07T22:55:00.891000+00:00,BTCUSDT,M1,BEAR,22:56,$ 17973.1713,$ 17851.1661,$ 50,$ 0,$ 50,WIN,43.02
6891000a37d8c0339e39,2022-10-08T14:44:40.460000+00:00,BTCUSDT,M1,BULL,14:45,$ 18583.3594,$ 18698.2895,$ 25,$ 0,$ 25,WIN,22.67
6891001e67c78f923b33,2022-10-08T19:28:54.970000+00:00,BTCUSDT,M1,BEAR,19:29,$ 18264.5481,$ 18319.7062,$ 25,$ 0,$ 25,LOSE,-25.00
689100174438f361deeb,2022-10-08T19:30:18.976000+00:00,BTCUSDT,M1,BEAR,19:31,$ 18745.7404,$ 18768.7204,$ 30,$ 0,$ 30,LOSE,-30.00
6891000adaa4a8302fc6,2022-10-12T08:41:18.341000+00:00,BTCUSDT,M1,BEAR,08:42,$ 18940.0189,$ 18894.7757,$ 18,$ 0,$ 18,WIN,14.43
689100137faaa8e33a7a,2022-10-12T08:47:01.045000+00:00,BTCUSDT,M1,BULL,08:48,$ 18924.3652,$ 18803.4433,$ 8,$ 0,$ 8,LOSE,-8.00
68910005daf956ea6ad0,2022-10-12T15:37:48.139000+00:00,BTCUSDT,M1,BEAR,15:38,$ 18708.4793,$ 18760.8488,$ 40,$ 0,$ 40,LOSE,-40.00
6891000ba3caffb1e175,2022-10-13T09:46:30.398000+00:00,ETHUSDT,M1,BEAR,09:47,$ 1280.4494,$ 1278.4331,$ 50,$ 0,$ 50,WIN,43.88
6891000bc1933285bd3b,2022-10-13T12:21:00.100000+00:00,BTCUSDT,M1,BULL,12:22,$ 19038.2716,$ 19136.7218,$ 20,$ 0,$ 20,WIN,16.31
68910004d70ea213d091,2022-10-13T12:44:39.387000+00:00,BTCUSDT,M1,BULL,12:45,$ 18917.2072,$ 18968.8698,$ 12,$ 0,$ 12,WIN,10.32
689100178fd124b2248c,2022-10-14T17:30:40.324000+00:00,ETHUSDT,M1,BULL,17:31,$ 1290.4802,$ 1287.9126,$ 30,$ 0,$ 30,LOSE,-30.00
6891001af07f5beb611d,2022-10-14T21:17:23.603000+00:00,ETHUSDT,M1,BULL,21:18,$ 1288.5958,$ 1280.3686,$ 40,$ 0,$ 40,LOSE,-40.00
6891000850a561a8771f,2022-10-14T22:57:31.461000+00:00,BTCUSDT,M1,BULL,22:58,$ 19372.4635,$ 19400.6136,$ 25,$ 0,$ 25,WIN,22.03
689100167a2fd2a8da26,2022-10-18T11:17:47.380000+00:00,BTCUSDT,M1,BULL,11:18,$ 19023.2857,$ 19082.2636,$ 18,$ 0,$ 18,WIN,16.07
6891001cd7d7661385ce,2022-10-18T12:01:48.735000+00:00,BTCUSDT,M1,BULL,12:02,$ 19193.8053,$ 19272.7184,$ 40,$ 0,$ 40,WIN,35.07
68910021b05109a5561f,2022-10-18T14:21:23.485000+00:00,BTCUSDT,M1,BULL,14:22,$ 19311.8627,$ 19393.9579,$ 50,$ 0,$ 50,WIN,43.00
68910020aca617ff34b5,2022-10-23T08:21:40.327000+00:00,ETHUSDT,M1,BEAR,08:22,$ 1264.3185,$ 1258.7795,$ 50,$ 0,$ 50,WIN,40.26
6891000ed7791a18b41f,2022-10-23T09:12:42.892000+00:00,BTCUSDT,M1,BEAR,09:13,$ 19407.7813,$ 19265.8883,$ 50,$ 0,$ 50,WIN,40.27
6891000db81663dc4863,2022-10-23T21:54:23.917000+00:00,BTCUSDT,M1,BEAR,21:55,$ 19445.9967,$ 19397.3669,$ 12,$ 0,$ 12,WIN,9.98
68910005db59ef346873,2022-10-25T08:09:40.395000+00:00,ETHUSDT,M1,BEAR,08:10,$ 1255.1474,$ 1246.4458,$ 25,$ 0,$ 25,WIN,20.72
6891000d5ace608ab938,2022-10-25T10:29:54.715000+00:00,BTCUSDT,M1,BULL,10:30,$ 19751.5877,$ 19891.4488,$ 8,$ 0,$ 8,WIN,6.88
6891000c81e68daa06a4,2022-10-25T12:56:20.151000+00:00,ETHUSDT,M1,BEAR,12:57,$ 1272.1001,$ 1275.9433,$ 15,$ 0,$ 15,LOSE,-15.00
6891001e11b960dabf99,2022-10-26T10:57:35.092000+00:00,BTCUSDT,M1,BEAR,10:58,$ 19834.5934,$ 19803.6641,$ 35,$ 0,$ 35,WIN,31.06
68910011d718ae07ce1b,2022-10-26T16:55:58.092000+00:00,BTCUSDT,M1,BEAR,16:56,$ 19603.8637,$ 19582.2778,$ 40,$ 0,$ 40,WIN,34.96
6891000d849cf63d19fd,2022-10-26T18:56:55.095000+00:00,BTCUSDT,M1,BULL,18:57,$ 19733.3295,$ 19837.4504,$ 10,$ 0,$ 10,WIN,8.47
6891000d7145c5d2702b,2022-10-27T08:08:35.793000+00:00,ETHUSDT,M1,BULL,08:09,$ 1281.4030,$ 1284.0184,$ 18,$ 0,$ 18,WIN,14.64
6891001c0c0662235271,2022-10-27T13:58:21.744000+00:00,BTCUSDT,M1,BULL,13:59,$ 19840.6872,$ 19978.8821,$ 10,$ 0,$ 10,WIN,8.49
68910015fce3b60ec4b6,2022-10-27T21:12:00.824000+00:00,BTCUSDT,M1,BULL,21:13,$ 19752.4173,$ 19892.2640,$ 18,$ 0,$ 18,WIN,14.56
6891001e3e61170eba73,2022-10-30T15:31:49.698000+00:00,BTCUSDT,M1,BULL,15:32,$ 19873.2138,$ 19750.3593,$ 10,$ 0,$ 10,LOSE,-10.00
6891000e77cb64ba5744,2022-10-30T18:17:15.904000+00:00,BTCUSDT,M1,BULL,18:18,$ 20228.5106,$ 20205.4170,$ 25,$ 0,$ 25,LOSE,-25.00
689100189af135bc5816,2022-10-30T18:28:59.533000+00:00,ETHUSDT,M1,BULL,18:29,$ 1267.3908,$ 1270.6241,$ 35,$ 0,$ 35,WIN,31.41
689100087ab167f0fd72,2022-11-01T08:08:29.703000+00:00,BTCUSDT,M1,BULL,08:09,$ 20358.4389,$ 20222.8064,$ 18,$ 0,$ 18,LOSE,-18.00
68910021750fe36bfac2,2022-11-01T12:16:27.943000+00:00,BTCUSDT,M1,BULL,12:17,$ 20159.0880,$ 20266.0155,$ 15,$ 0,$ 15,WIN,12.65
68910004a5781cd32fcc,2022-11-01T17:50:27.326000+00:00,BTCUSDT,M1,BEAR,17:51,$ 20079.3110,$ 19961.4758,$ 20,$ 0,$ 20,WIN,18.05
6891001f7c62fed5cb49,2022-11-07T11:54:43.998000+00:00,BTCUSDT,M1,BEAR,11:55,$ 20004.4566,$ 19884.6380,$ 40,$ 0,$ 40,WIN,34.18
6891001b8f06cc973110,2022-11-07T12:57:56.955000+00:00,ETHUSDT,M1,BEAR,12:58,$ 1283.2873,$ 1280.8319,$ 20,$ 0,$ 20,WIN,17.37
